id	style	word	transcription	etymology
Sound:howl.V		puō		
Sound:laugh.V		`aka`aka		
Sound:rattle.N		ko`ele		
Sound:shout.V		`uā		
Sound:shriek.V		pū`alalā		
Sound:string instrument.N		pila		eng:fiddle
Sound:stutter.V		`ū`ū		
Sound:voice.N		leo		
Sound:whisper.V		hāwanawana		
Sound:whistle.V		hōkiokio		
Space:wide.A		ākea		
Storage:basket.N		`eke		
Storage:bottle.N		`ōmole		
Storage:can.N		kini		eng:tin
Storage:misplace.V		nalowale		
Storage:netbag.N		`eke		
Storage:pour.V		ninini		
Time:Chinese New Year.N		konohī		cmn:kong-hee
Time:New Year.N		nūia		eng:New Year
Time:afternoon.N		`auinalā		
Time:age.N		wā		
Time:always.ADV		mau		
Time:autumn.N		hā`ule lau		
Time:calendar.N		`alemanaka		eng:almanac
Time:calendar.N		alemamaka		eng:almanac
Time:final.A		hope		
Time:hour.N		hola		eng:hour
Time:last.V		ho`omau		
Time:late.ADV		lohi		
Time:month.N		mahina		
Time:never.ADV		`a`ole loa		
Time:new.A		hou (3)		
Time:night.N		pō		
Time:now.ADV		`ānō		
Time:often.ADV		pinepine		
Time:old.A		`elemakule		
Time:old.A		kahiko		
Time:old.A		luahine		
Time:season.N		kau (2)		
Time:springtime.N		kupulau		
Time:summer.N		kau wela		
Time:time.N		manawa		
Time:today.ADV		kēia lā		
Time:tomorrow.ADV		`apōpō		
Time:winter.N		ho`oilo		
Time:year.N		makahiki		
Time:yesterday.ADV		nehinei		
Transit:airplane.N		mokulele		
Transit:anchor.N		`anakā		eng:anchor
Transit:bicycle.N		paikikala		eng:bicycle
Transit:boat.N		moku		
Transit:brake.V		nahā		
Transit:bus.N		ka`a `ōhua		
Transit:canoe.N		wa`a		
Transit:car.N		ka`a		
Transit:cart.N		ka`a		
Transit:driver's license.N		laikini kalaiwa ka`a		
Transit:license plate.N		laikini ka`a		
Transit:motorcycle.N		mokokaikala		eng:motorcycle
Transit:oar.N		hoe		
Transit:paddle.N		hoe		
Transit:road.N		alanui		
Transit:row.V		hoe		
Transit:rudder.N		hoe uli		
Transit:sail.V		kele (2)		
Transit:sailcloth.N		kele (2)		
Transit:ship.N		moku		
Transit:street.N		alanui		
Transit:train.N		ka`aahi		
Transit:wheel.N		huila		eng:wheel
Value:bad.A		maika`i `ole		
Value:good.A		maika`i		
